var_WTI,skewness_WTI,curtosis_WTI,entropy_image,classLabel,id
1.04,-6.9321,8.2888,-1.2991,0,p168
2.0051,-6.8638,8.132,-0.2401,0,p12
2.3678,-6.8389999999999995,8.4207,-0.44828999999999997,0,p93
1.8238,-6.7748,8.3873,-0.5413899999999999,0,p79
1.8216,-6.4748,8.0514,-0.41855,0,p249
2.1526,-6.1665,8.0831,-0.34355,0,p146
1.5268,-5.5871,8.6564,-1.722,0,p101
3.7569999999999997,-5.4236,3.8255,-1.2526,0,p139
4.3398,-5.3036,3.8803,-0.70432,0,p95
3.1541,-5.1711,6.5991,0.57455,0,p263
2.2517,-5.1422,4.2916,-1.2487,0,p81
4.3846,-4.8794,3.3662,-0.029324,0,p68
4.65,-4.8297,3.4553,-0.25174,0,p217
2.6463,-4.8152,6.3549,0.003003,0,p64
4.1038,-4.8069,3.3491,-0.49225,0,p55
3.8962,-4.7904,3.3954,-0.53751,0,p87
1.9476,-4.7738,8.527000000000001,-1.8668,0,p45
2.9571,-4.5938,5.9068,0.57196,0,p161
1.7257,-4.4697,8.2219,-1.8073,0,p221
3.4626,-4.449,3.5427,0.15429,0,p130
3.0672,-4.4117,3.8238,-0.81682,0,p63
2.5698,-4.4076,5.9856,0.078002,0,p4
4.0422,-4.391,4.7466,1.137,0,p260
3.3577,-4.3062,6.0241,0.18274,0,p163
3.4819999999999998,-4.1634,3.5008,-0.078462,0,p180
2.2429,-4.1427,5.2333,-0.40173000000000003,0,p191
3.3756,-4.0951,4.367,1.0698,0,p6
3.6941,-3.9482,4.2625,1.1577,0,p142
3.4647,-3.9172,3.9746,0.36119,0,p57
3.7321,-3.884,3.3577,-0.0060486,0,p192
3.6181,-3.7454,2.8273,-0.71208,0,p235
3.2403,-3.7082,5.2804,0.41291000000000005,0,p208
3.7522,-3.6978,3.9943,1.3051,0,p212
4.3365,-3.5839999999999996,3.6884,0.74912,0,p193
4.6439,-3.3729,2.5976,0.55257,0,p162
3.0242,-3.3378,2.5865,-0.54785,0,p199
3.0632,-3.3315,5.1305,0.8267,0,p1
3.7798,-3.3109,2.6491,0.066365,0,p173
0.51947,-3.2633,3.0895,-0.98492,0,p181
0.5195,-3.2633,3.0895,-0.9849,0,p226
3.8244,-3.1081,2.4537,0.5202399999999999,0,p243
4.364,-3.1039,2.3757,0.78532,0,p215
3.5862,-3.0957,2.8093,0.24481,0,p251
3.8846,-3.0336,2.5334,0.20214000000000001,0,p149
4.6352,-3.0087,2.6773,1.212,0,p100
4.0948,-2.9674,2.3689,0.75429,0,p135
3.9292,-2.9156,2.2129,0.30817,0,p109
4.2756,-2.6528,2.1375,0.94437,0,p170
2.3164,-2.628,3.1529,-0.08622,0,p182
3.0333,-2.5928,2.3183,0.303,0,p154
1.8967,-2.5163,2.8093,-0.79742,0,p145
4.2406,-2.4852,1.608,0.7155,0,p28
4.4295,-2.3507,1.7048,0.90946,0,p143
2.1319,-2.0403,2.5574,-0.061652,0,p33
-0.048007999999999995,-1.6037,8.4756,0.75558,0,p7
-0.45061999999999997,-1.3678,7.0858,-0.40303,0,p231
-0.38388,-1.0471,8.0514,0.49567,0,p159
2.1752,-0.8091,5.1022,-0.67975,0,p88
1.7748,-0.76978,5.5854,1.3039,0,p229
-0.10647999999999999,-0.76771,7.7575,0.64179,0,p47
-0.33729000000000003,-0.64976,7.6659,0.72326,0,p71
-0.048007999999999995,-0.5607800000000001,7.7215,0.45299999999999996,0,p177
5.0429,-0.52974,0.50439,1.1059999999999999,0,p132
4.1665,-0.4449,0.23448000000000002,0.27843,0,p150
5.0617,-0.35799000000000003,0.44698000000000004,0.9986799999999999,0,p18
2.0165,-0.25246,5.1707,1.0763,0,p69
0.7225199999999999,-0.053811000000000005,5.6703,-1.3509,0,p48
5.1321,-0.031048000000000003,0.32616,1.1151,0,p152
0.5706,-0.024841,1.2421,-0.56208,0,p178
0.5706,-0.0248,1.2421,-0.5621,0,p8
0.5706,-0.0248,1.2421,-0.5621,0,p201
0.85574,0.0082678,6.6042,-0.53104,0,p258
-0.9592299999999999,0.091039,6.2204,-1.4828,0,p239
2.3969,0.23589000000000002,4.8477,1.4369999999999998,0,p264
4.9294,0.27726999999999996,0.20792,0.33662,0,p13
5.2012,0.32694,0.17965,1.1797,0,p230
3.9772,0.33521,2.2566,2.1625,0,p50
0.74054,0.36625,2.1992,0.48403,0,p204
4.0552,0.40143,1.4563,0.6534300000000001,0,p92
3.2414,0.40971,1.4015,1.1952,0,p270
2.0153,0.43661000000000005,4.5864,-0.3151,0,p137
4.3634,0.46351000000000003,1.4281,2.0202,0,p179
4.0405,0.5152399999999999,1.0279,1.1059999999999999,0,p67
0.8829799999999999,0.66009,6.0096,-0.43277,0,p259
2.7659,0.6621600000000001,4.1494,-0.28406,0,p46
4.9249,0.68906,0.77344,1.2095,0,p123
0.37984,0.70975,0.75716,-0.44441,0,p238
3.5288,0.71596,1.9507,1.9375,0,p59
3.5251,0.7201,1.6928,0.6443800000000001,0,p138
2.0193,0.8235600000000001,4.6369,1.4202,0,p74
1.2262,0.89599,5.7568,-0.11596,0,p176
3.9382,0.9291,0.7854300000000001,0.6767,0,p80
0.52855,0.9642700000000001,4.0243,-1.0483,0,p32
1.8994,0.97462,4.2265,0.81377,0,p141
3.9719,1.0367,0.75973,1.0013,0,p60
3.3951,1.1484,2.1401,2.0862,0,p131
4.2458,1.1981,0.66633,0.94696,0,p54
2.4673,1.3926,1.7125,0.41421,0,p188
3.5829,1.4423,1.0219,1.4008,0,p216
3.6244,1.4609,1.3501,1.9284,0,p38
4.2475,1.4816,-0.48355,0.9534299999999999,0,p49
2.4012,1.6223,3.0312,0.7167899999999999,0,p220
4.7926,1.7071,-0.051701,1.4926,0,p253
-2.7914,1.7734,6.7756,-0.39915,0,p103
-1.1391,1.8127,6.9144,0.70127,0,p122
2.0153,1.8479,3.1375,0.42843000000000003,0,p24
3.931,1.8541,-0.023425,1.2314,0,p268
4.7114,2.0755,-0.2702,1.2379,0,p265
2.7961,2.121,1.8385,0.38316999999999996,0,p244
2.5227,2.2369,2.7236,0.79438,0,p42
3.577,2.4004,1.8908,0.73231,0,p20
0.95626,2.4728,4.4578,0.21636,0,p102
3.9433,2.5017,1.5215,0.903,0,p21
1.2999,2.5762,2.0107,-0.18967,0,p11
3.7791,2.5762,1.3098,0.5655,0,p157
2.5581,2.6218,1.8513,0.40257,0,p111
2.1881,2.7356,1.3278,-0.1832,0,p169
3.7635,2.7811,0.6611899999999999,0.34179,0,p113
3.5127,2.9073,1.0579,0.40774,0,p164
3.4465,2.9508,1.0271,0.5461,0,p190
0.75736,3.0294,2.9164,-0.068117,0,p255
2.6606,3.1681,1.9619,0.18662,0,p267
1.8592,3.2074,-0.15966,-0.26208000000000004,0,p128
5.086,3.2798,-1.2701,1.1189,0,p118
4.3435,3.3295,0.83598,0.64955,0,p78
2.5559,3.3605,2.0321,0.26809,0,p224
3.2692,3.4184,0.20706,-0.066824,0,p219
5.2032,3.5116,-1.2538,1.0129,0,p104
2.5989,3.5178,0.7623,0.81119,0,p140
2.2504,3.5757,0.35273000000000004,0.2836,0,p271
3.8644,3.7061,0.70403,0.35214,0,p10
2.2893,3.733,0.6312,-0.39786,0,p65
5.3586,3.7557,-1.7345,1.0789,0,p174
5.1731,3.9606,-1.983,0.40774,0,p218
3.6667,4.302,0.55923,0.33791,0,p51
1.7619999999999998,4.3682,2.1384,0.75429,0,p27
1.3114,4.5462,2.2935,0.22541,0,p213
0.33111,4.5731,2.057,-0.18967,0,p34
0.6549699999999999,5.1815,1.0673,-0.42113,0,p106
6.8248,5.2187,-2.5425,0.5461,0,p144
5.8519,5.3905,-2.4037,-0.061652,0,p200
3.4092,5.4049,-2.5228,-0.8995799999999999,0,p119
4.0932,5.4132,-1.8219,0.23576,0,p228
4.6014,5.6264,-2.1235,0.19309,0,p17
3.1896,5.7526,-0.18537,-0.30086999999999997,0,p30
2.6213,5.7919,0.06568600000000001,-1.5759,0,p198
0.76163,5.8209,1.1959,-0.64613,0,p196
5.7227,5.8312,-2.4097,-0.24527,0,p40
0.94225,5.8561,1.8762,-0.32544,0,p151
-0.16682,5.8974,0.49838999999999994,-0.70044,0,p185
5.8782,5.9409,-2.8544,-0.60863,0,p25
0.77765,5.9781,1.1941,-0.3526,0,p158
3.9262,6.0299,-2.0156,-0.06553099999999999,0,p210
1.9321,6.0423,0.26019000000000003,-2.053,0,p0
2.9233,6.0464,-0.11168,-0.58665,0,p155
1.8384,6.063,0.54723,0.51248,0,p136
1.8373,6.1292,0.8402700000000001,0.55257,0,p175
1.8533,6.1458,1.0176,-2.0401,0,p58
5.9374,6.1664,-2.5905,-0.36553,0,p23
2.8297,6.3485,-0.73546,-0.58665,0,p14
1.1558,6.4003,1.5506,0.6961,0,p110
0.88444,6.5906,0.55837,-0.44182,0,p9
0.38478,6.5989,-0.3336,-0.56466,0,p262
0.77805,6.6424,-1.1425,-1.0573,0,p189
3.5358,6.7086,-0.81857,0.47886000000000006,0,p245
0.045304000000000004,6.7334,1.0708,-0.9332,0,p43
0.38251,6.8121,1.8128,-0.61251,0,p153
0.33565,6.8369,0.69718,-0.55691,0,p94
2.5089,6.841,-0.029423,0.44911999999999996,0,p124
3.946,6.8514,-1.5443,-0.5582,0,p126
3.6077,6.8576,-1.1622,0.28231,0,p207
3.4669,6.87,-1.0568,-0.73147,0,p29
-0.11996,6.8741,0.91995,-0.6694,0,p171
4.7965,6.9859,-1.9967,-0.35001,0,p222
3.7022,6.9942,-1.8511,-0.12889,0,p214
2.7213,7.05,-0.58808,0.41808999999999996,0,p148
3.3004,7.0811,-1.3258,0.22283000000000003,0,p147
0.29961,7.1328,-0.31475,-1.1828,0,p186
-0.023579,7.1742,0.78457,-0.75734,0,p257
3.7758,7.1783,-1.5195,0.40128,0,p133
3.1836,7.2321,-1.0713,-2.5909,0,p105
2.9856,7.2673,-0.409,-2.2431,0,p227
0.74841,7.2756,1.1504,-0.5388,0,p233
4.1542,7.2756,-2.4766,-1.2099,0,p247
-0.53966,7.3273,0.46583,-1.4543,0,p197
1.105,7.4432,0.41098999999999997,-3.0332,0,p108
2.2091,7.4556,-1.3284,-3.3021,0,p36
2.5328,7.528,-0.41928999999999994,-2.6478,0,p37
2.6415,7.586,-0.28562,-1.6677,0,p76
0.56953,7.6294,1.5754,-3.2233,0,p129
4.6499,7.6336,-1.9427,-0.37458,0,p256
4.0715,7.6398,-2.0824,-1.1698,0,p195
4.6562,7.6398,-2.4243,-1.2384,0,p134
4.8278,7.7598,-2.4491,-1.2216,0,p44
1.645,7.8612,-0.87598,-3.5569,0,p206
1.5701,7.9129,0.29018,-2.1953,0,p75
1.5673,7.9274,-0.056842,-2.1694,0,p66
2.6104,8.0081,-0.23592,-1.7608,0,p85
5.0214,8.0764,-3.0515,-1.7155,0,p77
2.2546,8.0992,-0.24877,-3.2698,0,p261
4.8451,8.1116,-2.9512,-1.4724,0,p232
-0.27802,8.1881,-3.1338,-2.5276,0,p98
-0.278,8.1881,-3.1338,-2.5276,0,p127
-0.278,8.1881,-3.1338,-2.5276,0,p167
4.7072,8.2957,-2.5605,-1.4905,0,p90
2.093,8.3061,0.022844,-3.2724,0,p16
4.9852,8.3516,-2.5425,-1.2823,0,p254
1.0652,8.3682,-1.4004,-1.6509,0,p115
1.4276,8.3847,-2.0995,-1.9677,0,p97
0.040498,8.5234,1.4461,-3.9306,0,p236
1.5456,8.5482,0.4187,-2.1784,0,p96
5.1213,8.5565,-3.3917,-1.5474,0,p234
3.4916,8.5709,-3.0326,-0.59182,0,p225
2.565,8.633,-2.9941,-1.3082,0,p15
0.93611,8.6413,-1.6351,-1.3043,0,p99
0.017269999999999997,8.693,1.3989,-3.9668,0,p269
-0.7056,8.7241,2.2215,-4.5965,0,p246
1.4507,8.7903,-2.2324,-0.65259,0,p56
2.9736,8.7944,-3.6359,-1.3754,0,p172
1.2746,8.8172,-1.5323,-1.7957,0,p35
1.3754,8.8793,-1.9136,-0.53751,0,p184
1.1588,8.9331,-2.0807,-1.1272,0,p89
3.8197,8.9951,-4.383,-4.0327,0,p121
-0.2951,9.0489,-0.52725,-2.0789,0,p19
1.0182,9.109,-0.62064,-1.7129,0,p241
0.8135600000000001,9.1566,-2.1492,-4.1814,0,p31
1.1676,9.1566,-2.0867,-0.80647,0,p84
2.8521,9.171,-3.6461,-1.2047,0,p83
1.5478,9.1814,-1.6326,-1.7375,0,p203
-0.2062,9.2207,-3.7044,-6.8103,0,p125
-0.2361,9.3221,2.1307,-4.3793,0,p120
0.25035,9.3262,-3.6873,-6.2543,0,p187
3.534,9.3614,-3.6316,-1.2461,0,p61
0.9270299999999999,9.4318,-0.66263,-1.6728,0,p248
0.21084,9.4359,-0.09454299999999999,-1.859,0,p160
0.66191,9.6594,-0.28819,-1.6638,0,p252
3.6894,9.887,-4.0788,-4.3664,0,p62
2.8672,10.0008,-3.2049,-3.1095,0,p240
0.32444,10.067,-1.1982,-4.1284,0,p86
-2.6479,10.1374,-1.331,-5.4707,0,p114
-2.6479,10.1374,-1.331,-5.4707,0,p237
4.0127,10.1477,-3.9366,-4.0728,0,p266
5.7456,10.1808,-4.7857,-4.3366,0,p117
4.0962,10.1891,-3.9323,-4.1827,0,p223
0.49571000000000004,10.2243,-1.097,-4.0159,0,p205
3.9166,10.2491,-4.0926,-4.4659,0,p209
1.162,10.2926,-1.2821,-4.0392,0,p156
5.6084,10.3009,-4.8003,-4.3534,0,p107
-0.12624000000000002,10.3216,-3.7121,-6.1185,0,p5
3.3583,10.3567,-3.7301,-3.6991,0,p41
5.504,10.3671,-4.413,-4.0211,0,p82
5.591,10.4643,-4.3839,-4.3379,0,p211
-1.3612,10.694,1.7022,-2.9026,0,p166
2.6562,10.7044,-3.3085,-4.0767,0,p165
2.6648,10.754000000000001,-3.3994,-4.1685,0,p22
-2.0759,10.8223,2.6439,-4.837,0,p194
-1.8411,10.8306,2.7689999999999997,-3.0901,0,p2
2.8232,10.8513,-3.1466,-3.9784,0,p52
4.1195,10.9258,-3.8929,-4.1802,0,p73
2.7831,10.9796,-3.557,-4.4039,0,p112
-1.8348,11.0334,3.1863,-4.8888,0,p183
3.9771,11.1513,-3.9272,-4.3444,0,p202
4.0446,11.1741,-4.3582,-4.7401,0,p70
2.8084,11.3045,-3.3394,-4.4194,0,p3
-2.7143,11.4535,2.1092,-3.9629,0,p242
-1.4217,11.6542,-0.057699,-7.1025,0,p53
-1.9667,11.8052,-0.40471999999999997,-7.8719,0,p91
-1.4275,11.8797,0.41613,-6.9978,0,p116
-1.3885,12.5026,0.69118,-7.5487,0,p39
-2.3983,12.606,2.9464,-5.7888,0,p26
-2.4473,12.6247,0.73573,-7.6612,0,p250
-2.4604,12.7302,0.91738,-7.6418,0,p72
-4.0025,-13.4979,17.6772,-3.3202,1,p330
-3.7503,-13.4586,17.5932,-2.7771,1,p477
-4.4861,-13.2889,17.3087,-3.2194,1,p391
-3.5801,-12.9309,13.1779,-2.5677,1,p290
-3.8858,-12.8461,12.7957,-3.1353,1,p351
-3.8483,-12.8047,15.6824,-1.281,1,p275
-3.2692,-12.7406,15.5573,-0.14182,1,p397
-4.211,-12.4736,14.9704,-1.3884,1,p336
-2.8957,-12.0205,11.9149,-2.7552,1,p412
-2.6685,-10.4519,9.1139,-1.7323,1,p297
-1.5449,-10.1498,9.6152,-1.2332,1,p411
-2.9098,-10.0712,8.4156,-1.9948,1,p358
-2.258,-9.3263,9.3727,-0.85949,1,p350
-1.7322,-9.2828,7.718999999999999,-1.7168,1,p419
-2.4115,-9.1359,9.3444,-0.65259,1,p282
-1.8391,-9.0883,9.2416,-0.10432000000000001,1,p404
-2.8267,-9.0407,9.0694,-0.9823299999999999,1,p343
-1.8187,-9.0366,9.0162,-0.12243,1,p289
-1.6514,-8.4985,9.1122,1.2379,1,p396
-3.5637,-8.3827,12.392999999999999,-1.2823,1,p478
-4.0173,-8.3123,12.4547,-1.4375,1,p331
-3.5681,-8.213,10.083,0.96765,1,p276
-1.786,-8.1157,7.0858,-1.2112,1,p418
-3.8073,-8.0971,10.1772,0.65084,1,p337
-4.3876,-7.7267,11.9655,-1.4543,1,p392
-2.9019999999999997,-7.6563,11.8318,-0.8426799999999999,1,p447
-0.77288,-7.4473,6.492000000000001,0.36119,1,p403
-2.4824,-7.3046,6.8389999999999995,-0.59053,1,p357
-1.6677,-7.1535,7.8929,0.96765,1,p274
-2.0962,-7.1059,6.6188,-0.33708,1,p296
-2.234,-7.0314,7.4936,0.61334,1,p335
-1.8219,-6.8824,5.4681,0.057313,1,p291
-2.5701,-6.8452,8.9999,2.1353,1,p398
-3.1128,-6.841,10.7402,-1.0172,1,p325
-1.8969,-6.7893,5.2761,-0.32544,1,p352
-0.9592299999999999,-6.7128,4.9857,0.32886,1,p451
-0.9854,-6.6610000000000005,5.8245,0.5461,1,p281
-1.5219999999999998,-6.6383,5.7491,-0.10690999999999999,1,p342
-2.8391,-6.63,10.4849,-0.42113,1,p472
-1.8782,-6.5865,4.8486,-0.021566,1,p365
-1.6244,-6.3444,4.6575,0.16981,1,p304
-1.749,-6.332000000000001,6.0987,0.14265999999999998,1,p425
-1.5252,-6.2534,5.3524,0.59912,1,p283
-3.5916,-6.2285,10.2389,-1.1543,1,p386
-1.7263,-6.0237,5.2419,0.29524,1,p344
-4.8554,-5.9037,10.9818,-0.82199,1,p326
-1.7479,-5.8229999999999995,5.8699,1.212,1,p450
-4.5046,-5.8126,10.8867,-0.52846,1,p473
-0.81479,-5.7381,4.3919,0.3211,1,p413
-2.5754,-5.6574,6.103,0.6521399999999999,1,p364
-4.3773,-5.5167,10.939,-0.4082,1,p448
-2.286,-5.4484,5.8039,0.88231,1,p303
-5.1216,-5.3118,10.3846,-1.0612,1,p387
-0.539,-5.167000000000001,3.4399,0.052141,1,p426
-0.63298,-5.1277,4.5624,1.4797,1,p405
-1.5322,-5.0966,6.6779,0.17498,1,p329
-1.3887,-4.8773,6.4774,0.34179,1,p476
-2.3518,-4.8359,6.6479,-0.060358,1,p390
-0.47465,-4.3496,1.9901,0.7517,1,p298
-0.60975,-4.002,1.8471,0.6017,1,p359
0.55298,-3.4619,1.7048,1.1008,1,p420
-0.65767,-2.8018,3.7115,0.99739,1,p410
-1.2786,-2.4087,4.5735,0.47626999999999997,1,p446
-1.4174,-2.2535,1.518,0.6198100000000001,1,p432
-0.21888000000000002,-2.2038,-0.0954,0.56421,1,p458
-1.5851,-2.1562,1.7082,0.9017,1,p457
-1.3414,-2.0776,2.8093,0.60688,1,p349
-0.9131799999999999,-2.0113,-0.19565,0.066365,1,p311
-0.77461,-1.8768,2.4023,1.1319,1,p288
-1.2424,-1.7175,-0.52553,-0.21036,1,p372
-2.0631,-1.5147,1.219,0.44523999999999997,1,p310
-1.2568,-1.4733,2.8718,0.44653000000000004,1,p324
-2.3797,-1.4402,1.1273,0.16076,1,p371
-1.1667,-1.4237,2.9241,0.6611899999999999,1,p471
-1.3907,-1.3781,2.3055,-0.021566,1,p417
0.030219,-1.0512,1.4024,0.77369,1,p395
0.4283,-0.94981,-1.0731,0.3211,1,p433
-1.8629,-0.84841,2.5377,0.097399,1,p385
-2.5346,-0.7739199999999999,3.3602,0.0017100000000000001,1,p424
0.21431,-0.69529,0.8771100000000001,0.29653,1,p402
-2.5419,-0.65804,2.6842,1.1952,1,p479
-3.0731,-0.53181,2.3877,0.77627,1,p332
-2.5899,-0.3911,0.93452,0.42972,1,p465
-0.3481,-0.38695999999999997,-0.47841000000000006,0.62627,1,p292
-3.3604,-0.32696,2.1324,0.6017,1,p393
-2.2804,-0.30626,1.3347,1.3763,1,p277
-1.6662,-0.30005,1.4238,0.024986,1,p295
-0.52645,-0.24831999999999999,-0.45613000000000004,0.41938000000000003,1,p353
-2.2214,-0.23798000000000002,0.56008,0.05602000000000001,1,p440
-1.0116,-0.19038,-0.90597,0.003003,1,p466
-2.1405,-0.16762,1.321,-0.20906,1,p356
-0.4294,-0.14693,0.044265,-0.15605,1,p334
0.39011999999999997,-0.14279,-0.031994,0.35084,1,p273
-2.5912,-0.10554000000000001,1.2798,1.0414,1,p338
-0.61442,-0.091058,-0.31818,0.5021399999999999,1,p284
-3.0265,-0.062088,0.68604,-0.055186,1,p318
-0.39416,-0.020702,-0.06626699999999999,-0.44698999999999994,1,p341
-1.7015,-0.010356,-0.9933700000000001,-0.53104,1,p319
-0.94255,0.039307,-0.24191999999999997,0.31593000000000004,1,p345
-3.3125,0.10139,0.55323,-0.2957,1,p379
0.3434,0.12415,-0.28733000000000003,0.14654,1,p280
1.3451,0.23589000000000002,-1.8785,1.3258,1,p452
-1.3066,0.25244,0.7623,1.7758,1,p399
-1.9423,0.3766,-1.2898,-0.82458,1,p380
-3.1366,0.42212,2.6225,-0.064238,1,p363
-2.7338,0.45523,2.4391,0.21766,1,p302
0.50813,0.47798999999999997,-1.9804,0.57714,1,p305
0.24261,0.57318,-1.9402,0.44006999999999996,1,p366
0.0040545,0.62905,-0.6412100000000001,0.75817,1,p406
0.50225,0.65388,-1.1793,0.39998,1,p414
-0.49241,0.89392,-1.6283,-0.5685399999999999,1,p441
1.5631,0.89599,-1.9702,0.65472,1,p427
-2.0659,1.0512,-0.46298,-1.0974,1,p322
-1.5732,1.0636,-0.71232,-0.8388,1,p469
-1.6176,1.0926,-0.35502,-0.59958,1,p444
0.83625,1.1071,-2.4706,-0.062945,1,p360
1.0552,1.1857,-2.6411,0.11033,1,p299
-1.8448,1.254,0.27218000000000003,-1.0728,1,p445
0.40614,1.3492,-1.4501,-0.5594899999999999,1,p475
-0.56877,1.4174,-1.4252,-1.1246,1,p389
-2.2173,1.4671,-0.7268899999999999,-1.1724,1,p383
0.24394000000000002,1.4733,-1.4192,-0.58535,1,p328
-2.1333,1.5685,-0.084261,-1.7453,1,p323
-2.1668,1.5933,0.045122,-1.6780000000000002,1,p470
-2.8833,1.7713,0.6894600000000001,-0.4638,1,p431
-0.10234,1.8189,-2.2169,-0.56725,1,p443
2.031,1.8519999999999999,-3.0121,0.003003,1,p421
1.3183,1.9017,-3.3111,0.065071,1,p459
0.20215999999999998,1.9182,-3.2828,-0.61768,1,p373
0.6005,1.9327,-3.2888,-0.32415,1,p312
-0.86339,1.9348,-2.3729,-1.0897,1,p321
-0.24745,1.9368,-2.4697,-0.80518,1,p468
-2.799,1.9679,-0.42357,-2.1125,1,p384
-0.9540299999999999,1.9824,-2.3163,-1.1957,1,p382
-1.4446,2.1438,-0.47241000000000005,-1.6677,1,p409
1.5904,2.2121,-3.1183,-0.11725,1,p434
-2.9786,2.3445,0.52667,-0.40173000000000003,1,p456
0.26516999999999996,2.4066,-2.8416,-0.59958,1,p442
-0.64326,2.4748,-2.9452,-1.0276,1,p320
0.066129,2.4914,-2.9401,-0.62156,1,p467
-0.75793,2.5349,-3.0464,-1.2629,1,p381
-3.9172,2.6652,0.78886,-0.7819,1,p439
-3.4605,2.6901,0.16165,-1.0224,1,p370
-1.7582,2.7397,-2.5323,-2.234,1,p278
-1.8215,2.7521,-0.7226100000000001,-2.353,1,p287
-3.2238,2.7935,0.32274,-0.8607799999999999,1,p309
-0.55008,2.8659,-1.6488,-2.4319,1,p401
-0.36506,2.8928,-3.6461,-3.0603,1,p285
-4.0786,2.9239,0.87026,-0.65389,1,p464
-1.0112,2.9984,-1.1664,-1.6185,1,p394
-0.89569,3.0025,-3.6067,-3.4457,1,p346
-0.28015,3.0729,-3.3857,-2.9155,1,p314
-2.2482,3.0915,-2.3969,-2.6711,1,p339
-2.3211,3.1660000000000004,-1.0002,-2.7151,1,p348
-0.28696,3.1784,-3.5767,-3.1896,1,p407
-0.8940899999999999,3.1991,-1.8219,-2.9452,1,p279
0.11592000000000001,3.2219,-3.4302,-2.8457,1,p461
-1.979,3.2301,-1.3575,-2.5819,1,p333
-0.77995,3.2322,-3.282,-3.1004,1,p375
-0.23356,3.2405,-3.0669,-2.7784,1,p436
-1.6637,3.2881,-2.2701,-2.2224,1,p400
-1.4427,3.2922,-1.9702,-3.4392,1,p340
-1.3971,3.3191,-1.3927,-1.9948,1,p272
-3.6085,3.3253,-0.51954,-3.5737,1,p315
0.91315,3.3377,-4.0557,-1.6741,1,p313
-4.2932,3.3419,0.77258,-0.99785,1,p317
-3.3924,3.3564,-0.72004,-3.5233,1,p462
0.47368000000000005,3.3605,-4.5064,-4.0431,1,p293
-4.4996,3.4288,0.56265,-1.1672,1,p378
1.4896,3.4288,-4.0309,-1.4259,1,p460
-4.1409,3.4619,-0.47841000000000006,-3.8879,1,p376
0.59823,3.5012,-3.9795,-1.7841,1,p374
0.0096613,3.5612,-4.407,-4.4103,1,p354
0.74521,3.6357,-4.4044,-4.1414,1,p415
1.7425,3.6833,-4.0129,-1.7207,1,p435
-2.41,3.7433,-0.40215,-1.2953,1,p474
1.1644,3.8095,-4.9408,-4.0909,1,p300
-2.0529,3.8385,-0.7954399999999999,-1.2138,1,p449
-2.588,3.8654,-0.3336,-1.2797,1,p327
0.60731,3.9544,-4.772,-4.4853,1,p361
-3.6227,3.9958,-0.35845,-3.9047,1,p437
1.2279,4.0309,-4.6435,-3.9125,1,p422
-3.2854,4.0372,-0.45356,-1.8228,1,p388
-2.9146,4.0537,-0.45698999999999995,-4.0327,1,p416
2.2279,4.0951,-4.8037,-2.1112,1,p453
1.6408,4.2503,-4.9023,-2.6621,1,p306
1.296,4.2855,-4.8457,-2.9013,1,p367
2.3917,4.5565,-4.9888,-2.8987,1,p428
0.89512,4.7738,-4.8431,-5.5909,1,p429
0.81583,4.84,-5.2613,-6.0823,1,p307
-3.4083,4.8587,-0.76888,-4.8668,1,p294
1.2572,4.8731,-5.2861,-5.8741,1,p454
-3.8826,4.898,-0.92311,-5.0801,1,p355
0.25943,5.0097,-5.0394,-6.3862,1,p368
-4.2249,6.2699,0.15822,-5.5457,1,p423
-5.9034,6.5679,0.67661,-6.6797,1,p286
-5.2406,6.6258,-0.19908,-6.8607,1,p408
-6.2815,6.6651,0.52581,-7.0107,1,p347
-4.8861,7.0542,-0.17252,-6.959,1,p362
-4.4779,7.3708,-0.31218,-6.7754,1,p301
-6.1536,7.9295,0.61663,-3.2646,1,p438
-5.4808,8.1819,0.27818000000000004,-5.0323,1,p430
-6.2003,8.6806,0.009134399999999999,-3.7030000000000003,1,p316
-6.1632,8.7096,-0.21620999999999999,-3.6345,1,p463
-6.5084,8.7696,0.23190999999999998,-3.937,1,p377
-5.4901,9.1048,-0.38758000000000004,-5.9763,1,p308
-5.3857,9.1214,-0.41928999999999994,-5.9181,1,p455
-5.872999999999999,9.1752,-0.27448,-6.0422,1,p369
